disease,scenario,replication,cumulative_attack_rate,peak_incidence,peak_timing,epidemic_duration,hospital_days,total_infections,R_eff_final
influenza,baseline,130,0.9987,4356.404535095455,13.0,58.0,913.3264784173413,9987.0,0.0022099999999999997
influenza,baseline,131,0.9988,4287.003440912482,12.0,55.0,897.5382266836868,9988.0,0.0020399999999999997
influenza,baseline,132,0.9986,4345.718160304014,13.0,61.0,910.6417121330727,9986.0,0.00238
influenza,baseline,133,0.9986,4345.880768719662,13.0,59.0,914.0815788712443,9986.0,0.00238
influenza,baseline,134,0.9987,4325.525504500106,13.0,58.0,910.1384182120926,9987.0,0.0022099999999999997
influenza,baseline,135,0.9985,4299.641237377615,13.0,60.0,903.2242195359053,9985.0,0.00255
influenza,baseline,136,0.9986,4321.814722859372,13.0,56.0,904.4874391245509,9986.0,0.00238
influenza,baseline,137,0.9987,4403.088719772458,13.0,56.0,925.384352906568,9987.0,0.0022099999999999997
influenza,baseline,138,0.9986,4334.217455267202,13.0,54.0,910.0806744139395,9986.0,0.00238
influenza,baseline,139,0.9986,4329.533367842486,13.0,55.0,914.5207135428161,9986.0,0.00238
influenza,baseline,140,0.9986,4262.653241693545,13.0,54.0,897.6871588412976,9986.0,0.00238
influenza,baseline,141,0.9987,4304.746930543746,13.0,57.0,902.192430761065,9987.0,0.0022099999999999997
influenza,baseline,142,0.9986,4289.215457100332,13.0,53.0,898.1703811243573,9986.0,0.00238
influenza,baseline,143,0.9987,4288.391533744428,13.0,56.0,901.3344413908311,9987.0,0.0022099999999999997
influenza,baseline,144,0.9987,4260.541557628043,13.0,57.0,897.221512551941,9987.0,0.0022099999999999997
influenza,baseline,145,0.9988,4322.893743114672,13.0,57.0,906.3693863908605,9988.0,0.0020399999999999997
influenza,baseline,146,0.9987,4407.165432351909,13.0,55.0,929.7591497904676,9987.0,0.0022099999999999997
influenza,baseline,147,0.9987,4381.769106531549,13.0,54.0,920.8985003973474,9987.0,0.0022099999999999997
influenza,baseline,148,0.9987,4329.533904380226,13.0,59.0,908.0593587846012,9987.0,0.0022099999999999997
influenza,baseline,149,0.9986,4372.173754489717,13.0,66.0,922.3359321306917,9986.0,0.00238
influenza,baseline,150,0.9987,4269.641022001099,13.0,57.0,896.3911105832722,9987.0,0.0022099999999999997
influenza,baseline,151,0.9987,4297.798291409847,13.0,58.0,899.8197032452167,9987.0,0.0022099999999999997
influenza,baseline,152,0.9985,4411.110497584223,14.0,60.0,937.9755953726587,9985.0,0.00255
influenza,baseline,153,0.9986,4355.786019370837,13.0,58.0,916.6551099253132,9986.0,0.00238
influenza,baseline,154,0.9987,4268.226436128364,13.0,59.0,897.0086898231793,9987.0,0.0022099999999999997
influenza,baseline,155,0.9986,4347.6826662826,13.0,63.0,911.88636327313,9986.0,0.00238
influenza,baseline,156,0.9986,4281.726522743261,13.0,57.0,900.8352624103808,9986.0,0.00238
influenza,baseline,157,0.9986,4318.625970450706,13.0,55.0,909.2364927727165,9986.0,0.00238
influenza,baseline,158,0.9986,4344.712921169484,13.0,57.0,911.1222514046092,9986.0,0.00238
influenza,baseline,159,0.9986,4269.461135774443,13.0,55.0,899.1324675966671,9986.0,0.00238
influenza,baseline,160,0.9986,4404.403991770226,14.0,59.0,931.5633541045437,9986.0,0.00238
influenza,baseline,161,0.9987,4376.662604233307,13.0,65.0,921.4171409836875,9987.0,0.0022099999999999997
influenza,baseline,162,0.9986,4386.01130478065,14.0,59.0,936.5888024829451,9986.0,0.00238
influenza,baseline,163,0.9986,4346.117402928226,13.0,55.0,913.879552118442,9986.0,0.00238
influenza,baseline,164,0.9987,4346.833709002663,13.0,54.0,907.4405277718491,9987.0,0.0022099999999999997
influenza,baseline,165,0.9987,4390.510319509581,13.0,60.0,929.8219467610205,9987.0,0.0022099999999999997
influenza,baseline,166,0.9986,4320.73227147943,13.0,55.0,906.1852845164385,9986.0,0.00238
influenza,baseline,167,0.9987,4270.463819439162,13.0,55.0,899.9251114479829,9987.0,0.0022099999999999997
influenza,baseline,168,0.9987,4245.0035507107905,13.0,55.0,892.5248299877705,9987.0,0.0022099999999999997
influenza,baseline,169,0.9986,4335.525028784595,13.0,54.0,912.0638206363462,9986.0,0.00238
influenza,baseline,170,0.9988,4351.028090483334,13.0,53.0,911.5663423330844,9988.0,0.0020399999999999997
influenza,baseline,171,0.9987,4240.46750878373,13.0,65.0,894.4963966906427,9987.0,0.0022099999999999997
influenza,baseline,172,0.9987,4410.277753575309,13.0,55.0,926.6669090931542,9987.0,0.0022099999999999997
influenza,baseline,173,0.9987,4400.43031680364,13.0,56.0,924.5563507038291,9987.0,0.0022099999999999997
influenza,baseline,174,0.9987,4361.625848998914,13.0,54.0,920.3473689245288,9987.0,0.0022099999999999997
influenza,baseline,175,0.9986,4322.849993344782,13.0,54.0,908.9665974117155,9986.0,0.00238
influenza,baseline,176,0.9986,4360.939632252529,13.0,53.0,923.8062059968687,9986.0,0.00238
influenza,baseline,177,0.9987,4304.001496691917,13.0,55.0,903.9546399100886,9987.0,0.0022099999999999997
influenza,baseline,178,0.9986,4299.213229817722,13.0,58.0,903.8900986085921,9986.0,0.00238
influenza,baseline,179,0.9987,4389.5937540026825,13.0,57.0,926.5265713445108,9987.0,0.0022099999999999997
influenza,baseline,180,0.9987,4366.8999641767605,13.0,55.0,919.0399437839219,9987.0,0.0022099999999999997
influenza,baseline,181,0.9986,4265.98347217862,13.0,52.0,896.529290113259,9986.0,0.00238
influenza,baseline,182,0.9986,4429.18519199082,14.0,55.0,937.4578382846817,9986.0,0.00238
