disease,scenario,replication,cumulative_attack_rate,peak_incidence,peak_timing,epidemic_duration,hospital_days,total_infections,R_eff_final
measles,patient_ai,112,0.446,562.0,58.0,356.0,5969.808,4460.0,8.31
measles,patient_ai,113,0.4461,609.0,55.0,299.0,5825.664,4461.0,8.3085
measles,patient_ai,114,0.4917,612.0,60.0,323.0,6521.112,4917.0,7.6245
measles,patient_ai,115,0.4688,614.0,63.0,364.0,6236.256,4688.0,7.9665
measles,patient_ai,116,0.4731,579.0,62.0,271.0,6301.307999999999,4731.0,7.9035
measles,patient_ai,117,0.4912,625.0,73.0,304.0,6484.296,4912.0,7.632
measles,patient_ai,118,0.4565,546.0,62.0,364.0,5999.604,4565.0,8.142
measles,patient_ai,119,0.4921,621.0,62.0,364.0,6556.524,4921.0,7.6155
measles,patient_ai,120,0.4749,611.0,62.0,332.0,6314.879999999999,4749.0,7.8765
measles,patient_ai,121,0.4535,555.0,63.0,350.0,5986.656000000001,4535.0,8.1975
